,CNT,Y_star,P_star,RR_star
1999-10-01,0.0014707965343134788,0.04444978500598949,-0.037131897089770195,0.0053945475238585715
2000-01-01,0.004577732521767075,0.041810955380160046,-0.03019136116210839,0.005870933554692513
2000-04-01,0.004664029079160414,0.05265597010277899,-0.029870653130638622,0.01137102109560499
2000-07-01,0.006410630098349301,0.04749597902095051,-0.012393824157960632,0.019416594314267656
2000-10-01,0.007339721865907478,0.04648005512851141,-0.013930550314601452,0.02773258462396926
2001-01-01,0.005884782855188675,0.03736944862493729,-0.008083672960485537,0.021193146375144172
2001-04-01,-0.00058766607906513,0.03706357184689979,-0.00018687474308041332,0.010275254598115712
2001-07-01,-0.0027409092681125458,0.027195355942552527,-0.01579870658276097,0.0004301923694294424
2001-10-01,-0.0015077027950862743,0.02373968684498329,-0.01959582426200807,-0.01729622813175236
2002-01-01,0.0037486386001113203,0.02565346471218157,-0.023445906073324384,-0.025388067231616098
2002-04-01,0.004367672323866145,0.02561932679114105,-0.02106144469683676,-0.01784692957536003
2002-07-01,0.001341113111525516,0.023541617632247692,-0.022008557751322773,-0.018857878051819054
2002-10-01,-0.0010518724286345815,0.018892285149324207,-0.015953861773299983,-0.018317137815889516
2003-01-01,-0.007255400113820087,0.017487693030879204,-0.011127213295827767,-0.019021232783906907
2003-04-01,-0.011850035743819376,0.019800985818346835,-0.018391286575975115,-0.02999675104956832
2003-07-01,-0.013398809190569239,0.02984720042986232,-0.018517346936982648,-0.029226627902826405
2003-10-01,-0.009693596417337247,0.0351806022445175,-0.01709640864567664,-0.033997427482844005
2004-01-01,-0.0048239343160148,0.034716102232374174,-0.019882461031969213,-0.03138984738244721
2004-04-01,-0.0032050253588060684,0.03615818007319771,-0.014929513140906132,-0.028209633333987395
2004-07-01,-0.0012269068070356326,0.039012916282647504,-0.010474720794880208,-0.03179399720268309
2004-10-01,-0.00249197011584279,0.04273432315595278,-0.013519790150166383,-0.025397127212607062
2005-01-01,0.0010801275835188306,0.04741214805846027,-0.01421538511751846,-0.01914509299743091
2005-04-01,0.003632684457144819,0.046507013430031184,-0.014633918485294443,-0.018015392578210446
2005-07-01,0.005174246374597402,0.0484174243080711,-0.014674802880222028,-0.006508395494984385
2005-10-01,0.009393742057135057,0.048277991920706066,-0.014182259355520754,0.01262575933126315
2006-01-01,0.011831569010656295,0.05532152358569468,-0.014248572993553608,0.012409731001334792
2006-04-01,0.009590784057021295,0.05188114843954077,-0.009401575036945097,0.015076335048598096
2006-07-01,0.008807819975586995,0.047784375238316266,-0.00841357496431218,0.0204841966147194
2006-10-01,0.015935039395374773,0.05021827015429967,-0.013562703743644853,0.004709927675352769
2007-01-01,0.018778462255722772,0.04770566608133634,-0.01637577986358923,0.003848719558673229
2007-04-01,0.019847019810828925,0.048298744422302746,-0.015071789545518596,0.0017533446933304297
2007-07-01,0.020062877604202,0.04862060108464591,-0.01599087705612374,-0.005252905192313185
2007-10-01,0.02441083538630373,0.049021001441995476,-0.0035898813662232016,0.027199198275079387
2008-01-01,0.022744199781671526,0.03973169760980272,0.004108394985401528,0.027178266858354883
2008-04-01,0.01833432466823126,0.03932934541834147,0.01110487266923444,0.034720072373717464
2008-07-01,0.015258088978937323,0.028325649701488567,0.017882551579612188,0.043182548577340565
2008-10-01,0.004750176847366561,0.0006134848923058697,0.0048219220691852836,0.010244056874978496
2009-01-01,-0.0033453245318266767,-0.016599965028621745,-0.004499087061465195,-0.015282673044989599
2009-04-01,-0.0045096111231668345,-0.023662566723713266,-0.014741626922824554,-0.014009480153157927
2009-07-01,-0.004263694625452175,-0.025365360384800917,-0.019182695390071627,-0.011036256518801822
2009-10-01,-0.0052838955520790876,-0.020624302639198323,-0.011557257467879133,-0.012162246203361152
2010-01-01,-0.0029869663480699415,-0.020900004098947742,-0.003751461535514985,-0.020050494733993226
2010-04-01,-0.00041661812266369225,-0.016609397610597577,-0.0032353507328157028,-0.02923913774485659
2010-07-01,-0.00043592318977658806,-0.014351309565993696,-0.0015988667951174697,-0.03239105259894106
2010-10-01,-0.0006027922794213936,-0.01459995220025301,0.0030305855651747726,-0.028099673920837977
2011-01-01,-0.00029245756662277245,-0.022026178599158383,0.010102089485773473,-0.022980627374274396
2011-04-01,-0.00033423552940448076,-0.02079865030063421,0.013034667091320874,-0.014239662271851718
2011-07-01,-0.003557992539661825,-0.02620396851698646,0.01410514828855762,-0.011309272454158349
2011-10-01,-0.004420754115859182,-0.020776139667802722,0.010065996120527616,-0.011258526446885775
2012-01-01,-0.005372617002537439,-0.01793439656368323,0.0008896134813383282,-0.009613444392915125
2012-04-01,-0.008563289117708095,-0.01875366611003459,-0.0025229752655492065,-0.006733050945947624
2012-07-01,-0.010298705462071567,-0.021805667504497642,-0.0018913166167818986,-0.008062208289354585
2012-10-01,-0.010404675294982013,-0.02591109795606045,0.0008658061972415422,-0.0048175819077797095
2013-01-01,-0.010282665001128066,-0.022589995597136314,0.0011999689124544684,-0.005949483138810933
2013-04-01,-0.00857659265185795,-0.025969208825999564,-0.0013102495811278076,-0.011507443387832474
2013-07-01,-0.009463376259429168,-0.02316424269323598,-0.0006903577613280704,-0.00896828513601477
2013-10-01,-0.010659169552223346,-0.02115290518950217,-0.0009305973917898158,-0.0031590224267093233
2014-01-01,-0.009541145380300264,-0.028986549049561782,0.0007644238919018929,0.010121001823117782
2014-04-01,-0.005874217758153222,-0.0214947593460034,0.004829243048558452,0.010125796627371715
2014-07-01,-0.0056515552466027685,-0.01520337669126921,0.0015169528733281442,0.009476521712665933
2014-10-01,-0.0048100880236798815,-0.015604528485057629,-0.001443732846921648,0.006786850283025261
2015-01-01,-0.005167292421971226,-0.012436100959656598,-0.003943835974869068,0.0017893463795536101
2015-04-01,-0.00289307999103805,-0.011507176597387378,-0.0015045366473169371,0.002805688393789009
2015-07-01,-0.0046094513472816345,-0.012794386353427886,-0.0001793451582592149,0.003517711433304438
2015-10-01,-0.00510636000722009,-0.01581864124989302,0.002882312414217654,-0.0011712629089579295
2016-01-01,-0.004565948515118379,-0.014756334005852108,0.002333003878770815,-0.005800486985650757
2016-04-01,-0.003774656676798216,-0.016195748030831243,0.002170550942939161,0.0008803548385838175
2016-07-01,-0.0008014692762667863,-0.014998626647839505,0.0050134368592029506,0.0022651552815208214
2016-10-01,-0.002143474772076104,-0.0145408915542538,0.012714524784796555,0.002194014331601963
2017-01-01,0.000771489706979267,-0.014330142435929642,0.022946845554070665,0.0034626286799341694
2017-04-01,0.0017267402854717062,-0.013366960865795334,0.02091882583261678,0.0009700632843906279
2017-07-01,0.0046632659721890235,-0.010703015559809508,0.02291685683204456,0.0037889768786731103
2017-10-01,0.008533385809329275,-0.006248703637052779,0.020295956421448318,0.00978915898555293
2018-01-01,0.006043295614933442,-0.0032115537585663905,0.018837079900133266,0.02028341649008736
2018-04-01,0.005665792712040485,0.000544362558548787,0.02441047865724513,0.022706706708411403
2018-07-01,0.005477220353309775,0.001033763303305119,0.026469339675728783,0.0241940158443415
2018-10-01,0.0041791973508225055,-0.0010022421268912722,0.02792724993131203,0.025602842433445697
